locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILPPLFEM_08134	CDS	1014				hypothetical protein
ILPPLFEM_08135	CDS	402				hypothetical protein
ILPPLFEM_08136	CDS	351				hypothetical protein
ILPPLFEM_08137	CDS	1611				hypothetical protein
ILPPLFEM_08138	CDS	1251	purD_3	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
ILPPLFEM_08139	CDS	486				hypothetical protein
ILPPLFEM_08140	CDS	561				hypothetical protein
ILPPLFEM_08141	CDS	663				hypothetical protein
ILPPLFEM_08142	CDS	216				hypothetical protein
ILPPLFEM_08143	CDS	177				hypothetical protein
ILPPLFEM_08144	CDS	912				hypothetical protein
ILPPLFEM_08145	CDS	750	pstB3_3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
ILPPLFEM_08146	CDS	264				hypothetical protein
ILPPLFEM_08147	CDS	672				hypothetical protein
ILPPLFEM_08148	CDS	1221				ISL3 family transposase ISThsp14
ILPPLFEM_08149	CDS	594	mcrC		COG4268	Protein McrC
ILPPLFEM_08150	CDS	1140	clpC_3			ATP-dependent Clp protease ATP-binding subunit ClpC
ILPPLFEM_08151	CDS	366				hypothetical protein
ILPPLFEM_08152	CDS	591	cmk_9	2.7.4.25		Cytidylate kinase
ILPPLFEM_08153	CDS	1368	mepA_11		COG0534	Multidrug export protein MepA
ILPPLFEM_08154	CDS	1818				hypothetical protein
ILPPLFEM_08155	CDS	1584				hypothetical protein
ILPPLFEM_08156	CDS	1281	haeIIIM_4	2.1.1.37		Modification methylase HaeIII
ILPPLFEM_08157	CDS	1455				hypothetical protein
ILPPLFEM_08158	CDS	192				hypothetical protein
ILPPLFEM_08159	CDS	138				hypothetical protein
ILPPLFEM_08160	CDS	735	lexA_4	3.4.21.88		LexA repressor
ILPPLFEM_08161	CDS	1350	macB_4	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
ILPPLFEM_08162	CDS	1929	gyrB_7	5.6.2.2	COG0187	DNA gyrase subunit B
ILPPLFEM_08163	CDS	765	ftsX_2		COG2177	Cell division protein FtsX
ILPPLFEM_08164	CDS	228				hypothetical protein
ILPPLFEM_08165	CDS	798	uppP_5	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
ILPPLFEM_08166	CDS	321	sufT			Fe-S protein maturation auxiliary factor SufT
ILPPLFEM_08167	CDS	765	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
ILPPLFEM_08168	CDS	315				hypothetical protein
ILPPLFEM_08169	CDS	1743	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
ILPPLFEM_08170	CDS	1605				hypothetical protein
ILPPLFEM_08171	CDS	909	cysK_2	2.5.1.47		Cysteine synthase
ILPPLFEM_08172	CDS	378			COG2239	Magnesium transporter MgtE
ILPPLFEM_08173	CDS	1251	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
ILPPLFEM_08174	CDS	501				hypothetical protein
ILPPLFEM_08175	CDS	1584				hypothetical protein
ILPPLFEM_08176	CDS	789				hypothetical protein
ILPPLFEM_08177	CDS	1350				hypothetical protein
ILPPLFEM_08178	CDS	159				hypothetical protein
ILPPLFEM_08179	CDS	849				hypothetical protein
ILPPLFEM_08180	CDS	486				hypothetical protein
ILPPLFEM_08181	rRNA	1931				23S ribosomal RNA (partial)
ILPPLFEM_08182	CDS	987	xerC_14		COG4974	Tyrosine recombinase XerC
ILPPLFEM_08183	CDS	585				hypothetical protein
ILPPLFEM_08184	CDS	639				hypothetical protein
ILPPLFEM_08185	CDS	537				hypothetical protein
ILPPLFEM_08186	CDS	225				hypothetical protein
ILPPLFEM_08187	CDS	612				hypothetical protein
ILPPLFEM_08188	CDS	648	tsaB_5		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
ILPPLFEM_08189	CDS	1485				hypothetical protein
ILPPLFEM_08190	CDS	798				hypothetical protein
ILPPLFEM_08191	CDS	1068	kdsA_3	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
ILPPLFEM_08192	CDS	345				hypothetical protein
ILPPLFEM_08193	CDS	531				hypothetical protein
ILPPLFEM_08194	CDS	864				hypothetical protein
ILPPLFEM_08195	CDS	1617				hypothetical protein
ILPPLFEM_08196	CDS	321				hypothetical protein
ILPPLFEM_08197	CDS	1116				hypothetical protein
ILPPLFEM_08198	CDS	801				hypothetical protein
ILPPLFEM_08199	CDS	1911	kup			Low affinity potassium transport system protein kup
ILPPLFEM_08200	CDS	528				hypothetical protein
ILPPLFEM_08201	CDS	150				hypothetical protein
ILPPLFEM_08202	CDS	408				hypothetical protein
ILPPLFEM_08203	CDS	489				hypothetical protein
ILPPLFEM_08204	CDS	1560				hypothetical protein
ILPPLFEM_08205	CDS	1320				hypothetical protein
ILPPLFEM_08206	CDS	720				hypothetical protein
ILPPLFEM_08207	CDS	372				hypothetical protein
ILPPLFEM_08208	CDS	606				hypothetical protein
ILPPLFEM_08209	CDS	1599				hypothetical protein
ILPPLFEM_08210	CDS	1473				IS1634 family transposase ISMbov2
ILPPLFEM_08211	CDS	1875	axe1-6A_4		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
ILPPLFEM_08212	CDS	291				hypothetical protein
ILPPLFEM_08213	CDS	828				hypothetical protein
ILPPLFEM_08214	CDS	417				hypothetical protein
ILPPLFEM_08215	CDS	384				hypothetical protein
ILPPLFEM_08216	CDS	333				hypothetical protein
ILPPLFEM_08217	CDS	744				hypothetical protein
ILPPLFEM_08218	CDS	414				hypothetical protein
ILPPLFEM_08219	CDS	288				hypothetical protein
ILPPLFEM_08220	CDS	951				hypothetical protein
ILPPLFEM_08221	CDS	1260				IS110 family transposase ISCsa3
ILPPLFEM_08222	CDS	735				hypothetical protein
ILPPLFEM_08223	CDS	879				hypothetical protein
ILPPLFEM_08224	CDS	552				hypothetical protein
ILPPLFEM_08225	CDS	492				hypothetical protein
ILPPLFEM_08226	CDS	498				hypothetical protein
ILPPLFEM_08227	CDS	813	glgA_6	2.4.1.21	COG0297	Glycogen synthase
ILPPLFEM_08228	CDS	573				hypothetical protein
ILPPLFEM_08229	CDS	1038	serC_3	2.6.1.52	COG1932	Phosphoserine aminotransferase
ILPPLFEM_08230	CDS	1728				hypothetical protein
ILPPLFEM_08231	CDS	309	uppP_6	3.6.1.27		Undecaprenyl-diphosphatase
ILPPLFEM_08232	CDS	294				hypothetical protein
ILPPLFEM_08233	CDS	1455				IS6 family transposase ISHco2
ILPPLFEM_08234	CDS	891	pfkB_2	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
ILPPLFEM_08235	CDS	249				hypothetical protein
ILPPLFEM_08236	CDS	660				hypothetical protein
ILPPLFEM_08237	CDS	1113	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
ILPPLFEM_08238	CDS	483	artM		COG1126	Arginine transport ATP-binding protein ArtM
ILPPLFEM_08239	CDS	1032	fucO_3	1.1.1.77	COG1454	Lactaldehyde reductase
ILPPLFEM_08240	CDS	1119	cusC		COG1538	Cation efflux system protein CusC
ILPPLFEM_08241	CDS	390				hypothetical protein
ILPPLFEM_08242	CDS	837	yvgN	1.1.1.-	COG0656	Glyoxal reductase
ILPPLFEM_08243	CDS	465				hypothetical protein
ILPPLFEM_08244	CDS	819	exsA		COG2207	Exoenzyme S synthesis regulatory protein ExsA
ILPPLFEM_08245	CDS	831				hypothetical protein
ILPPLFEM_08246	CDS	456				hypothetical protein
ILPPLFEM_08247	CDS	216				hypothetical protein
ILPPLFEM_08248	CDS	1545	rapZ			RNase adapter protein RapZ
ILPPLFEM_08249	CDS	450				hypothetical protein
ILPPLFEM_08250	CDS	699				hypothetical protein
ILPPLFEM_08251	CDS	543				hypothetical protein
ILPPLFEM_08252	CDS	1146				hypothetical protein
ILPPLFEM_08253	CDS	1563				hypothetical protein
ILPPLFEM_08254	CDS	252				hypothetical protein
ILPPLFEM_08255	CDS	1509	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
ILPPLFEM_08256	CDS	798				hypothetical protein
ILPPLFEM_08257	CDS	297				hypothetical protein
ILPPLFEM_08258	CDS	219				hypothetical protein
ILPPLFEM_08259	CDS	885				hypothetical protein
ILPPLFEM_08260	CDS	825	ytrB_2		COG1131	ABC transporter ATP-binding protein YtrB
ILPPLFEM_08261	CDS	1419				hypothetical protein
ILPPLFEM_08262	CDS	870				hypothetical protein
ILPPLFEM_08263	CDS	474				hypothetical protein
ILPPLFEM_08264	CDS	675	cmk_10	2.7.4.25		Cytidylate kinase
ILPPLFEM_08265	CDS	726	rhaR_14			HTH-type transcriptional activator RhaR
ILPPLFEM_08266	CDS	696		3.1.3.-		Putative phosphatase
ILPPLFEM_08267	CDS	1437				hypothetical protein
ILPPLFEM_08268	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
ILPPLFEM_08269	CDS	621	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
ILPPLFEM_08270	CDS	891				hypothetical protein
ILPPLFEM_08271	CDS	327				hypothetical protein
ILPPLFEM_08272	CDS	228				hypothetical protein
ILPPLFEM_08273	CDS	702				hypothetical protein
ILPPLFEM_08274	CDS	648				hypothetical protein
ILPPLFEM_08275	CDS	597				hypothetical protein
ILPPLFEM_08276	CDS	453				hypothetical protein
ILPPLFEM_08277	CDS	1053	abnB	3.2.1.99		Intracellular endo-alpha-(1->5)-L-arabinanase
ILPPLFEM_08278	CDS	696				hypothetical protein
ILPPLFEM_08279	CDS	459	ctsR			Transcriptional regulator CtsR
ILPPLFEM_08280	CDS	636				hypothetical protein
ILPPLFEM_08281	CDS	876				IS3 family transposase ISPg5
ILPPLFEM_08282	CDS	369				hypothetical protein
ILPPLFEM_08283	CDS	1407				hypothetical protein
ILPPLFEM_08284	CDS	255				hypothetical protein
ILPPLFEM_08285	CDS	558	fpuD_2	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
ILPPLFEM_08286	CDS	678				hypothetical protein
ILPPLFEM_08287	CDS	1227				hypothetical protein
ILPPLFEM_08288	CDS	1437				hypothetical protein
ILPPLFEM_08289	CDS	1290				hypothetical protein
ILPPLFEM_08290	CDS	1629				hypothetical protein
ILPPLFEM_08291	CDS	594				hypothetical protein
ILPPLFEM_08292	CDS	1488				hypothetical protein
ILPPLFEM_08293	CDS	1335				hypothetical protein
ILPPLFEM_08294	CDS	693				hypothetical protein
ILPPLFEM_08295	CDS	525				hypothetical protein
ILPPLFEM_08296	CDS	1131			COG1373	putative protein
ILPPLFEM_08297	CDS	1668				hypothetical protein
ILPPLFEM_08298	CDS	1233				hypothetical protein
ILPPLFEM_08299	CDS	1380				hypothetical protein
ILPPLFEM_08300	CDS	711	gpr_3	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
ILPPLFEM_08301	CDS	801				hypothetical protein
ILPPLFEM_08302	CDS	1587	speA_3	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
ILPPLFEM_08303	CDS	1482				hypothetical protein
ILPPLFEM_08304	CDS	1314			COG2826	IS30 family transposase ISSmi1
ILPPLFEM_08305	CDS	750				hypothetical protein
ILPPLFEM_08306	CDS	534				hypothetical protein
ILPPLFEM_08307	CDS	684				hypothetical protein
ILPPLFEM_08308	CDS	444				hypothetical protein
ILPPLFEM_08309	CDS	819				hypothetical protein
ILPPLFEM_08310	CDS	720				hypothetical protein
ILPPLFEM_08311	CDS	1617				hypothetical protein
ILPPLFEM_08312	CDS	789				hypothetical protein
ILPPLFEM_08313	CDS	486				hypothetical protein
ILPPLFEM_08314	CDS	1161	xerC_15			Tyrosine recombinase XerC
ILPPLFEM_08315	CDS	516	xerC_16			Tyrosine recombinase XerC
ILPPLFEM_08316	CDS	225				hypothetical protein
ILPPLFEM_08317	CDS	1185				hypothetical protein
ILPPLFEM_08318	CDS	492	cheW_3		COG0835	Chemotaxis protein CheW
ILPPLFEM_08319	CDS	1209				hypothetical protein
ILPPLFEM_08320	CDS	315				hypothetical protein
ILPPLFEM_08321	CDS	1191				hypothetical protein
ILPPLFEM_08322	CDS	654	queC_4	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
ILPPLFEM_08323	CDS	882	radA_5	3.6.4.-	COG1066	DNA repair protein RadA
ILPPLFEM_08324	CDS	1770				hypothetical protein
ILPPLFEM_08325	CDS	249				hypothetical protein
ILPPLFEM_08326	CDS	1104	algA_2		COG0662	Alginate biosynthesis protein AlgA
ILPPLFEM_08327	CDS	1737				hypothetical protein
ILPPLFEM_08328	CDS	612				hypothetical protein
ILPPLFEM_08329	CDS	183				hypothetical protein
ILPPLFEM_08330	CDS	327				hypothetical protein
ILPPLFEM_08331	CDS	999				hypothetical protein
ILPPLFEM_08332	CDS	879				hypothetical protein
ILPPLFEM_08333	CDS	519				hypothetical protein
ILPPLFEM_08334	CDS	219				hypothetical protein
ILPPLFEM_08335	CDS	771				hypothetical protein
ILPPLFEM_08336	CDS	1002				hypothetical protein
ILPPLFEM_08337	CDS	492				hypothetical protein
ILPPLFEM_08338	CDS	969				hypothetical protein
ILPPLFEM_08339	CDS	636	purD_4	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
ILPPLFEM_08340	CDS	1269	nrgA			Ammonium transporter
ILPPLFEM_08341	CDS	243	glnB_2		COG0347	Nitrogen regulatory protein P-II
ILPPLFEM_08342	CDS	279				hypothetical protein
ILPPLFEM_08343	CDS	1464	mrdB_4	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
ILPPLFEM_08344	CDS	201	mrdA_5	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
ILPPLFEM_08345	CDS	1080				hypothetical protein
ILPPLFEM_08346	CDS	186				hypothetical protein
ILPPLFEM_08347	CDS	1614	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
ILPPLFEM_08348	CDS	1266	cysNC		COG0529	Bifunctional enzyme CysN/CysC
ILPPLFEM_08349	CDS	975	gltS		COG0786	Sodium/glutamate symporter
ILPPLFEM_08350	CDS	171				hypothetical protein
ILPPLFEM_08351	CDS	393	gltX_5	6.1.1.17	COG0008	Glutamate--tRNA ligase
ILPPLFEM_08352	CDS	816				hypothetical protein
ILPPLFEM_08353	CDS	909				hypothetical protein
ILPPLFEM_08354	CDS	573	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
ILPPLFEM_08355	CDS	684	queC_5	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
ILPPLFEM_08356	CDS	483	queF_2	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
ILPPLFEM_08357	CDS	372				hypothetical protein
ILPPLFEM_08358	CDS	1155	xerC_17			Tyrosine recombinase XerC
ILPPLFEM_08359	CDS	1551	deaD_7	3.6.4.13		ATP-dependent RNA helicase DeaD
ILPPLFEM_08360	CDS	510	pdaA_2	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
ILPPLFEM_08361	CDS	1485				IS1182 family transposase ISBas1
ILPPLFEM_08362	CDS	342				hypothetical protein
ILPPLFEM_08363	CDS	831				hypothetical protein
ILPPLFEM_08364	CDS	657	xynZ_2	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
ILPPLFEM_08365	CDS	468				hypothetical protein
ILPPLFEM_08366	CDS	273				hypothetical protein
ILPPLFEM_08367	CDS	828				IS3 family transposase ISCce3
ILPPLFEM_08368	CDS	255				hypothetical protein
ILPPLFEM_08369	CDS	279				hypothetical protein
ILPPLFEM_08370	CDS	927	tsaD_4	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
ILPPLFEM_08371	CDS	390	nusB_4		COG0781	Transcription antitermination protein NusB
ILPPLFEM_08372	CDS	231				hypothetical protein
ILPPLFEM_08373	CDS	450				hypothetical protein
ILPPLFEM_08374	CDS	993	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
ILPPLFEM_08375	CDS	213				hypothetical protein
ILPPLFEM_08376	CDS	774	pstB3_4	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
ILPPLFEM_08377	CDS	816	noc_4			Nucleoid occlusion protein
ILPPLFEM_08378	CDS	525				hypothetical protein
ILPPLFEM_08379	CDS	597				hypothetical protein
ILPPLFEM_08380	CDS	816				hypothetical protein
ILPPLFEM_08381	CDS	924	atpB_2			ATP synthase subunit a
ILPPLFEM_08382	CDS	180				hypothetical protein
ILPPLFEM_08383	tRNA	73				tRNA-Asn(gtt)
ILPPLFEM_08384	CDS	1566				hypothetical protein
ILPPLFEM_08385	CDS	1332	xynD	3.2.1.55		Arabinoxylan arabinofuranohydrolase
ILPPLFEM_08386	CDS	231	xerD_6			Tyrosine recombinase XerD
ILPPLFEM_08387	CDS	1152				IS91 family transposase ISAzo26
ILPPLFEM_08388	CDS	183	carB_4	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
ILPPLFEM_08389	CDS	1386	proA_4	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
ILPPLFEM_08390	CDS	1599				hypothetical protein
ILPPLFEM_08391	CDS	1419	mnmE_4	3.6.-.-	COG0486	tRNA modification GTPase MnmE
ILPPLFEM_08392	CDS	177				hypothetical protein
ILPPLFEM_08393	CDS	861	rhaR_15			HTH-type transcriptional activator RhaR
ILPPLFEM_08394	CDS	597				hypothetical protein
ILPPLFEM_08395	CDS	1170				hypothetical protein
ILPPLFEM_08396	CDS	1587	ptpA_2	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
ILPPLFEM_08397	CDS	948				hypothetical protein
ILPPLFEM_08398	CDS	300				hypothetical protein
ILPPLFEM_08399	CDS	303				hypothetical protein
ILPPLFEM_08400	CDS	303	slyA_2			Transcriptional regulator SlyA
ILPPLFEM_08401	CDS	444				hypothetical protein
ILPPLFEM_08402	CDS	1014	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
ILPPLFEM_08403	CDS	204				hypothetical protein
ILPPLFEM_08404	CDS	306				hypothetical protein
ILPPLFEM_08405	CDS	378	nusG_5			Transcription termination/antitermination protein NusG
ILPPLFEM_08406	CDS	462				hypothetical protein
ILPPLFEM_08407	CDS	279				hypothetical protein
ILPPLFEM_08408	CDS	123				hypothetical protein
ILPPLFEM_08409	CDS	360				hypothetical protein
ILPPLFEM_08410	CDS	351				hypothetical protein
ILPPLFEM_08411	CDS	387				hypothetical protein
ILPPLFEM_08412	CDS	1377				hypothetical protein
ILPPLFEM_08413	CDS	1566				hypothetical protein
ILPPLFEM_08414	CDS	324				hypothetical protein
ILPPLFEM_08415	CDS	579				hypothetical protein
ILPPLFEM_08416	CDS	423				hypothetical protein
ILPPLFEM_08417	CDS	192				hypothetical protein
ILPPLFEM_08418	CDS	318				hypothetical protein
ILPPLFEM_08419	CDS	381				hypothetical protein
ILPPLFEM_08420	CDS	423				hypothetical protein
ILPPLFEM_08421	CDS	1185	xerC_18			Tyrosine recombinase XerC
ILPPLFEM_08422	CDS	1380	mepA_12			Multidrug export protein MepA
ILPPLFEM_08423	CDS	285				hypothetical protein
ILPPLFEM_08424	CDS	576		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
ILPPLFEM_08425	CDS	348				hypothetical protein
ILPPLFEM_08426	CDS	441				hypothetical protein
ILPPLFEM_08427	CDS	1263				hypothetical protein
ILPPLFEM_08428	CDS	207				hypothetical protein
ILPPLFEM_08429	CDS	699	dnaN_5			Beta sliding clamp
ILPPLFEM_08430	CDS	195				hypothetical protein
ILPPLFEM_08431	CDS	798				hypothetical protein
ILPPLFEM_08432	CDS	162				hypothetical protein
ILPPLFEM_08433	CDS	228				hypothetical protein
ILPPLFEM_08434	CDS	390				hypothetical protein
ILPPLFEM_08435	CDS	1491				hypothetical protein
ILPPLFEM_08436	CDS	273	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
ILPPLFEM_08437	CDS	921		1.18.1.2		Ferredoxin--NADP reductase
ILPPLFEM_08438	CDS	366				hypothetical protein
ILPPLFEM_08439	CDS	651	ulaF_2	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
ILPPLFEM_08440	CDS	363				hypothetical protein
ILPPLFEM_08441	CDS	426				hypothetical protein
ILPPLFEM_08442	CDS	309				hypothetical protein
ILPPLFEM_08443	CDS	1023				hypothetical protein
ILPPLFEM_08444	CDS	282				hypothetical protein
ILPPLFEM_08445	CDS	651				hypothetical protein
ILPPLFEM_08446	CDS	582				hypothetical protein
ILPPLFEM_08447	CDS	624				hypothetical protein
ILPPLFEM_08448	CDS	1263				IS110 family transposase ISGka2
ILPPLFEM_08449	CDS	876				hypothetical protein
ILPPLFEM_08450	rRNA	1118				23S ribosomal RNA (partial)
ILPPLFEM_08451	tRNA	74				tRNA-Ala(tgc)
ILPPLFEM_08452	CDS	1170	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
ILPPLFEM_08453	CDS	414		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
ILPPLFEM_08454	CDS	165				hypothetical protein
ILPPLFEM_08455	CDS	1374				hypothetical protein
ILPPLFEM_08456	CDS	303				hypothetical protein
ILPPLFEM_08457	CDS	156				hypothetical protein
ILPPLFEM_08458	CDS	246				hypothetical protein
ILPPLFEM_08459	CDS	309				hypothetical protein
ILPPLFEM_08460	CDS	387				hypothetical protein
ILPPLFEM_08461	CDS	432				hypothetical protein
ILPPLFEM_08462	CDS	207				hypothetical protein
ILPPLFEM_08463	CDS	135				hypothetical protein
ILPPLFEM_08464	CDS	933	ymdB	3.1.1.106		O-acetyl-ADP-ribose deacetylase
ILPPLFEM_08465	CDS	183				hypothetical protein
ILPPLFEM_08466	CDS	447				hypothetical protein
ILPPLFEM_08467	CDS	378				hypothetical protein
ILPPLFEM_08468	CDS	711				hypothetical protein
ILPPLFEM_08469	CDS	672				hypothetical protein
ILPPLFEM_08470	CDS	600				hypothetical protein
ILPPLFEM_08471	CDS	675				hypothetical protein
ILPPLFEM_08472	CDS	1320				hypothetical protein
ILPPLFEM_08473	CDS	216				hypothetical protein
ILPPLFEM_08474	CDS	1203				hypothetical protein
ILPPLFEM_08475	CDS	600		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
ILPPLFEM_08476	CDS	684				hypothetical protein
ILPPLFEM_08477	CDS	1095	radA_6	3.6.4.-	COG1066	DNA repair protein RadA
ILPPLFEM_08478	CDS	192				hypothetical protein
ILPPLFEM_08479	CDS	1143	argG_4	6.3.4.5		Argininosuccinate synthase
ILPPLFEM_08480	CDS	390				hypothetical protein
ILPPLFEM_08481	CDS	333				hypothetical protein
ILPPLFEM_08482	CDS	450				hypothetical protein
ILPPLFEM_08483	CDS	1269	entS			Enterobactin exporter EntS
ILPPLFEM_08484	CDS	1209				hypothetical protein
ILPPLFEM_08485	CDS	243	glnA_9	6.3.1.2		Glutamine synthetase
ILPPLFEM_08486	CDS	186				hypothetical protein
ILPPLFEM_08487	CDS	294				hypothetical protein
ILPPLFEM_08488	CDS	144				hypothetical protein
ILPPLFEM_08489	CDS	168				hypothetical protein
ILPPLFEM_08490	CDS	321				hypothetical protein
ILPPLFEM_08491	CDS	990				hypothetical protein
ILPPLFEM_08492	CDS	177				hypothetical protein
ILPPLFEM_08493	CDS	1449			COG3385	IS4 family transposase ISUnCu6
ILPPLFEM_08494	CDS	444				hypothetical protein
ILPPLFEM_08495	CDS	822				hypothetical protein
ILPPLFEM_08496	CDS	339	hisE_2	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
ILPPLFEM_08497	CDS	468	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
ILPPLFEM_08498	CDS	243				hypothetical protein
ILPPLFEM_08499	CDS	519				hypothetical protein
ILPPLFEM_08500	CDS	1410	adeQ_2		COG2252	Adenine permease AdeQ
ILPPLFEM_08501	CDS	432	xerC_19			Tyrosine recombinase XerC
ILPPLFEM_08502	CDS	768	xerD_7			Tyrosine recombinase XerD
ILPPLFEM_08503	CDS	213				hypothetical protein
ILPPLFEM_08504	CDS	1401				hypothetical protein
ILPPLFEM_08505	CDS	645	tolR_3			Tol-Pal system protein TolR
ILPPLFEM_08506	CDS	837	tolQ_4			Tol-Pal system protein TolQ
ILPPLFEM_08507	CDS	1314				hypothetical protein
ILPPLFEM_08508	CDS	579	xpt_2	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
ILPPLFEM_08509	CDS	825	cgt	2.4.1.19		Cyclomaltodextrin glucanotransferase
ILPPLFEM_08510	CDS	1230	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
ILPPLFEM_08511	CDS	336	rbfA_3		COG0858	30S ribosome-binding factor
ILPPLFEM_08512	CDS	1299	macB_5	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
ILPPLFEM_08513	CDS	438	slyA_3			Transcriptional regulator SlyA
ILPPLFEM_08514	CDS	684	catD	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
ILPPLFEM_08515	CDS	651				hypothetical protein
ILPPLFEM_08516	rRNA	1380				23S ribosomal RNA (partial)
ILPPLFEM_08517	CDS	540				hypothetical protein
ILPPLFEM_08518	CDS	918	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
ILPPLFEM_08519	CDS	312				hypothetical protein
ILPPLFEM_08520	CDS	1131				hypothetical protein
ILPPLFEM_08521	CDS	258				hypothetical protein
ILPPLFEM_08522	CDS	960				hypothetical protein
ILPPLFEM_08523	CDS	1413	sasA_18	2.7.-.-		Adaptive-response sensory-kinase SasA
ILPPLFEM_08524	CDS	813	djlA_3		COG1076	Co-chaperone protein DjlA
ILPPLFEM_08525	CDS	1533				hypothetical protein
ILPPLFEM_08526	CDS	1122				hypothetical protein
ILPPLFEM_08527	CDS	645				hypothetical protein
ILPPLFEM_08528	CDS	420				hypothetical protein
ILPPLFEM_08529	CDS	714	ecfT_6			Energy-coupling factor transporter transmembrane protein EcfT
ILPPLFEM_08530	CDS	591				hypothetical protein
ILPPLFEM_08531	CDS	543	nusG_6		COG0250	Transcription termination/antitermination protein NusG
ILPPLFEM_08532	CDS	189				hypothetical protein
ILPPLFEM_08533	tRNA	74				tRNA-Trp(cca)
ILPPLFEM_08534	CDS	324	tuf_2		COG0050	Elongation factor Tu
ILPPLFEM_08535	CDS	522				hypothetical protein
ILPPLFEM_08536	CDS	849	trkH_2		COG0168	Trk system potassium uptake protein TrkH
ILPPLFEM_08537	CDS	936	scrK_5	2.7.1.4	COG0524	Fructokinase
ILPPLFEM_08538	CDS	276				hypothetical protein
ILPPLFEM_08539	CDS	1452	amyS	3.2.1.1		Alpha-amylase
ILPPLFEM_08540	CDS	1371				hypothetical protein
ILPPLFEM_08541	CDS	468				IS200/IS605 family transposase ISEnfa200
ILPPLFEM_08542	CDS	456	pyk_5	2.7.1.40	COG0469	Pyruvate kinase
ILPPLFEM_08543	CDS	198				hypothetical protein
ILPPLFEM_08544	CDS	891				hypothetical protein
ILPPLFEM_08545	CDS	522	cinA_4		COG1058	Putative competence-damage inducible protein
ILPPLFEM_08546	CDS	447	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
ILPPLFEM_08547	CDS	378				hypothetical protein
ILPPLFEM_08548	CDS	891				hypothetical protein
ILPPLFEM_08549	CDS	1362				hypothetical protein
ILPPLFEM_08550	CDS	957	ribF_4		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
ILPPLFEM_08551	CDS	510	addA_3	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
ILPPLFEM_08552	CDS	573				hypothetical protein
ILPPLFEM_08553	CDS	297				hypothetical protein
